154.0,94.0,18.0,48.0
153.0,92.0,18.0,48.0
153.0,90.0,19.0,49.0
152.0,89.0,19.0,50.0
152.0,87.0,20.0,51.0
151.0,86.0,20.0,52.0
151.0,84.0,21.0,53.0
151.0,83.0,22.0,54.0
153.0,83.0,22.0,54.0
153.0,82.0,22.0,54.0
155.0,82.0,22.0,54.0
154.0,84.0,22.0,54.0
157.0,82.0,22.0,54.0
153.0,81.0,22.0,54.0
152.0,81.0,22.0,54.0
151.0,80.0,22.0,54.0
147.0,82.0,22.0,54.0
141.0,82.0,22.0,54.0
136.0,80.0,22.0,54.0
133.0,80.0,22.0,54.0
128.0,79.0,22.0,54.0
130.0,79.0,22.0,54.0
129.0,78.0,22.0,54.0
130.0,77.0,22.0,54.0
131.0,78.0,22.0,54.0
131.0,77.0,22.0,54.0
133.0,77.0,22.0,54.0
135.0,78.0,22.0,54.0
137.0,77.0,22.0,54.0
138.0,76.0,22.0,54.0
140.0,75.0,22.0,54.0
142.0,75.0,22.0,54.0
145.0,74.0,22.0,54.0
147.0,74.0,22.0,54.0
150.0,74.0,22.0,54.0
148.0,73.0,22.0,54.0
148.0,75.0,22.0,54.0
149.0,74.0,22.0,54.0
149.0,74.0,22.0,54.0
150.0,77.0,22.0,54.0
151.0,76.0,22.0,54.0
154.0,75.0,22.0,54.0
155.0,75.0,22.0,54.0
156.0,75.0,22.0,54.0
157.0,76.0,22.0,54.0
158.0,76.0,22.0,54.0
159.0,77.0,22.0,54.0
160.0,77.0,22.0,54.0
161.0,78.0,22.0,54.0
162.0,75.0,22.0,54.0
162.0,75.0,22.0,54.0
158.0,74.0,22.0,56.0
159.0,73.0,22.0,58.0
159.0,73.0,22.0,60.0
156.0,72.0,22.0,62.0
155.0,72.0,23.0,64.0
152.0,74.0,23.0,66.0
148.0,72.0,23.0,68.0
141.0,71.0,23.0,70.0
132.0,71.0,24.0,72.0
129.0,71.0,24.0,72.0
122.0,70.0,25.0,72.0
124.0,67.0,25.0,73.0
125.0,66.0,26.0,73.0
125.0,66.0,27.0,74.0
130.0,67.0,27.0,74.0
136.0,66.0,28.0,74.0
140.0,63.0,28.0,75.0
145.0,63.0,29.0,75.0
150.0,62.0,30.0,76.0
154.0,62.0,30.0,76.0
158.0,62.0,31.0,77.0
162.0,63.0,31.0,77.0
166.0,63.0,32.0,78.0
170.0,63.0,32.0,78.0
174.0,64.0,33.0,79.0
173.0,65.0,32.0,79.0
173.0,66.0,31.0,79.0
173.0,67.0,30.0,80.0
173.0,68.0,29.0,80.0
173.0,69.0,29.0,81.0
174.0,69.0,29.0,81.0
175.0,69.0,30.0,82.0
177.0,69.0,30.0,82.0
178.0,69.0,31.0,83.0
179.0,69.0,31.0,83.0
181.0,69.0,32.0,84.0
182.0,71.0,31.0,83.0
183.0,71.0,31.0,83.0
185.0,70.0,31.0,83.0
187.0,70.0,31.0,83.0
187.0,70.0,31.0,83.0
187.0,69.0,31.0,83.0
188.0,66.0,31.0,83.0
184.0,65.0,31.0,83.0
186.0,63.0,31.0,83.0
183.0,61.0,31.0,83.0
181.0,60.0,31.0,83.0
180.0,59.0,31.0,83.0
179.0,58.0,31.0,83.0
178.0,57.0,31.0,83.0
177.0,56.0,31.0,83.0
176.0,56.0,32.0,83.0
175.0,56.0,31.0,82.0
174.0,56.0,31.0,81.0
173.0,56.0,31.0,81.0
172.0,56.0,31.0,80.0
171.0,56.0,30.0,80.0
170.0,56.0,30.0,79.0
169.0,56.0,30.0,79.0
168.0,56.0,30.0,78.0
167.0,57.0,30.0,78.0
